CourseID,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
1495,Leadership Principles for Software Engineers,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588845/courses/course_2141_leadership_principles_for_software_engineers.jpg,Sponsored by AMAZON WEB SERVICES (AWS). ,Computer Science,Software Development,Course,English,Subtitles: English,"People Management,Business Strategy,Cloud Engineering,Software Engineering,Program Management,",Nancy Wang,4,3,Approx. 5 hours to complete,Coursera,"amazon web services, aws, sponsor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Google Cloud Big Data and Machine Learning Fundamentals,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589903/courses/course_2142_google_cloud_big_data_and_machine_learning_fundame.jpg,"This course introduces the Google Cloud big data and machine learning products and services that support the data-to-AI lifecycle. It explores the processes, challenges, and benefits of building a big data pipeline and machine learning models with Vertex AI on Google Cloud.",Data Science,Machine Learning,Course,English,Subtitles: English,"Tensorflow,Bigquery,Google Cloud Platform,Cloud Computing,",Google Cloud Training,4.47,112,Approx. 10 hours to complete,Coursera,"ai, benefits, big data pipeline, build, challenges, course, explore, google cloud, google cloud big data, introduce, learn, machine learning models, machine learning products, processes, services, support, vertex ai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Finance for Managers,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588846/courses/course_2144_finance_for_managers.jpg,"When it comes to numbers, there is always more than meets the eye.  In operational finance, you will learn how to read the âstoryâ that the balance sheet and income statement tells about the companyâs operations. The insights you gain from this âfinancial storyâ will then become a tool for short-term decision-making at the top management level relating to current assets, current liabilities and the management of working capital. Finally, by the end of the course you will understand the financial consequences of managerial decisions on operations, marketing, etc.",Business,Finance,Course,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Dupont Analysis,Management Accounting,Business Analysis,Finance,",Miguel AntA³n,4.64,134,Approx. 14 hours to complete,Coursera,"balance sheet and income statement, be, become, come, companyâs operations, course, current assets, current liabilities, end, eye, financial consequences, gain, insights, learn, management, managerial decisions, marketing, meet, numbers, operational finance, operations, read, relate, short-term decision-making, tell, tool, top management level, understand, work, working capital, âfinancial storyâ, âstoryâ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588847/courses/course_2145_integrated_marketing_communications_advertising_pu.jpg,Just how familiar are you with a marketing communication campaign? Learn more about this key pillar in the marketing mix and use it to give the push your product or service needs. ,Business,Marketing,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Advertising,Integrated Marketing Communications,Marketing Communications,Marketing,",Eda Sayin,4.48,21,Approx. 11 hours to complete,Coursera,"give, key pillar, learn, marketing communication campaign, marketing mix, product, push, service needs, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588848/courses/course_2146_implementing_a_patient_safety_or_quality_improveme.jpg,"Now that youâve carefully planned your patient safety and quality improvement project, the real work can begin. This course will introduce students to the unique challenges encountered when implementing, maintaining, and expanding a patient safety and quality initiative. Students will learn to apply lessons learned from the 4 E model and TRiP into developing specific aims for their QI project. Additionally, students will develop a plan to address the adaptive and technical challenges in their projects including whether their initiative needs to be submitted to an Institutional Review Board (IRB). Finally, students will develop plans to grow their local QI project into a system-wide project.",Health,Healthcare Management,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Risk Management,Project Sustainment,Plan Implementation,","David Thompson DNSc, MS, RN",4,3,Approx. 9 hours to complete,Coursera,"( irb, 4 e model, adaptive and technical challenges, address, apply, begin, course, develop, encounter, expand, grow, implement, include, initiative, institutional review board, introduce, learn, lessons, local qi project, maintain, need, patient safety and quality improvement project, patient safety and quality initiative, plan, plans, projects, qi project, real work, specific aims, students, submit, system-wide project, trip, unique challenges, youâve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Design and Conduct of Clinical Trials,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588849/courses/course_2148_design_and_conduct_of_clinical_trials.jpg,"In this course, youâll learn how to design and carry out clinical trials. Each design choice has implications for the quality and validity of your results. This course provides you and your team with essential skills to evaluate options, make good design choices, and implement them within your trial. Youâll learn to control for bias, randomize participants, mask treatments and outcomes, identify errors, develop and test hypotheses, and define appropriate outcomes. Finally, a trial without participants is no trial at all, so youâll learn the guiding principles and develop the essential skills to ethically and conscientiously recruit, obtain consent from, and retain trial participants.",Health,Public Health,Course,English,Subtitles: English,"Clinical Trial Design,Randomization,Ethics,Masking,","Janet Holbrook, PhD, MPH",4.75,16,Approx. 4 hours to complete,Coursera,"appropriate outcomes, bias, carry, clinical trials, consent, control, course, define, design, design choice, develop, errors, essential skills, evaluate, good design choices, guide, guiding principles, have, identify, implement, implications, learn, make, mask treatments, obtain, options, outcomes, participants, provide, quality, randomize participants, recruit, results, retain, team, test hypotheses, trial, trial participants, validity, youâll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Google SEO Fundamentals,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588849/courses/course_2150_google_seo_fundamentals.jpg,"Gain an understanding of search engine algorithms and how they affect organic search results and websites. Building on this knowledge, youâll learn the key elements for creating an effective SEO strategy, including how to select keywords and perform keyword research; consumer psychology and search behavior; and how to conduct on-page SEO analysis to identify opportunities to improve a websiteâs search optimization.",Business,Marketing,Course,English,Subtitles: English,"Social Media,Keyword Research,Marketing,Mathematical Optimization,",Rebekah May,4.55,106,Approx. 29 hours to complete,Coursera,"- page, affect, build, conduct, create, effective seo strategy, gain, identify, improve, include, key elements, keyword research, keywords, knowledge, learn, opportunities, organic search results, perform, search engine algorithms, select, understanding, websites, websiteâs search optimization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Corporate Finance II: Financing Investments and Managing Risk,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588849/courses/course_2151_corporate_finance_ii_financing_investments_and_man.jpg,"In this course you will learn how companies decide on how much debt to take, and whether to raise capital from markets or from banks. You will also learn how to measure and manage credit risk and how to deal with financial distress. You will discuss the mechanics of dividends and share repurchases, and how to choose the best way to return cash to investors. You will also learn how to use derivatives and liquidity management to offset specific sources of financial risk, including currency risks. Finally, You will learn how companies finance merger and acquisition decisions, including leveraged buyouts, and how to incorporate large changes in leverage in standard valuation models.",Business,Finance,Course,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Risk Management,Corporate Finance,Mergers And Acquisitions (M&A),Debt,",Heitor Almeida,4.64,11,Approx. 19 hours to complete,Coursera,"banks, best way, capital, cash, choose, companies, course, credit risk, currency risks, deal, decide, derivatives, discuss, dividends, finance, financial distress, financial risk, how much debt, include, incorporate, investors, large changes, learn, leverage, leveraged buyouts, liquidity management, manage, markets, measure, mechanics, merger and acquisition decisions, offset, raise, return, share repurchases, specific sources, standard valuation models, take, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Gmail en EspaA±ol,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588849/courses/course_2154_gmail_en_espa_ol.jpg,Gmail es el servicio de correo electrA³nico basado en la nube de Google que le permite acceder a sus mensajes desde cualquier computadora o dispositivo con solo un navegador web.,Information Technology,Cloud Computing,Course,Spanish,"Subtitles: Spanish, English","File Shortcut,Email,Signature,Confidentiality,",Google Cloud Training,4,1,Approx. 3 hours to complete,Coursera,"acceder, desde cualquier computadora o dispositivo con solo un navegador web, la nube, mensaje, sus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Biases and Portfolio Selection,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588850/courses/course_2155_biases_and_portfolio_selection.jpg,"Investors tend to be their own worst enemies. In this third course, you will learn how to capitalize on understanding behavioral biases and irrational behavior in financial markets. You will start by learning about the various behavioral biases â mistakes that investors make and understand their reasons. You will learn how to recognize your own mistakes as well as othersâ and understand how these mistakes can affect investment decisions and financial markets.  You will also explore how different preferences and investment horizons impact the optimal asset allocation choice.",Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Behavioral Finance,Cognitive Bias,Investment,Behavioral Economics,",Arzu Ozoguz,4.5,8,Approx. 15 hours to complete,Coursera,"affect, behavioral biases, capitalize, explore, financial markets, how different preferences, investment decisions, investment horizons, investors, irrational behavior, learn, make, mistakes, optimal asset allocation choice, own mistakes, own worst enemies, reasons, recognize, start, tend, third course, understand, various behavioral biases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Business Process Management in Healthcare Organizations,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588854/courses/course_2158_business_process_management_in_healthcare_organiza.jpg,"Have you ever needed to resolve a billing or other issue with a healthcare organization and thought that there must be a better, more efficient, and more customer-friendly way to operate such a business process?  For example, have you thought that there should be an easier way to read your bill or pay your bill? Or do you work in a healthcare organization and find yourself thinking that there must be better ways for the business processes to function?  If you have, this course is for you. ",Health,Healthcare Management,Course,English,Subtitles: English,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,","Margaret Kilduff, Ph.D.",4.8,5,Approx. 13 hours to complete,Coursera,"better ways, bill, billing, business process, business processes, course, easier way, example, find, function, have, healthcare organization, need, operate, other issue, pay, read, resolve, think, work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589903/courses/course_2159_simulation_analysis_for_mechanical_engineers_with.jpg,"The foundation of engineering design is often coupled with validation. Simulation is a great tool that allows engineers to test, validate, and modify designs before they become a physical prototype. When used early in the process for simulation driven design and throughout the development process, simulation can help drive the design, make informed design decisions, speed up time to production, and most importantly, identify and eliminate costly design mistakes.  ",Physical Science and Engineering,Mechanical Engineering,Course,English,Subtitles: English,"Autodesk,Simulation,Fusion 360,Engineering Design,Mechanical Engineering,",Autodesk,0,0,Approx. 16 hours to complete,Coursera,"allow, become, costly design mistakes, couple, design, designs, development process, drive, eliminate, engineering design, engineers, foundation, great tool, help, identify, informed design decisions, make, modify, physical prototype, process, production, simulation, simulation driven design, speed, test, time, use, validate, validation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Game Design and Development 1: 2D Shooter,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588853/courses/course_2164_game_design_and_development_1_2d_shooter.jpg,"If you love games and want to learn how to make them, then this course will start you down that path. Making games is a creative and technical art form. In this course you will familiarize yourself with the tools and practices of game development and well as the process. You will get started developing video games using industry standard game development tools, including the Unity 2020 game engine. At the end of the course you will have completed two hands-on projects, including an Intro to Unity project and a 2D Shooter game, and will be able to leverage an array of game development techniques to create your own basic games.",Computer Science,Software Development,Course,English,Subtitles: English,"Video Game Development,Unity,Game Design,technology,Game Making,",Brian Winn,4.43,135,Approx. 14 hours to complete,Coursera,"2d shooter game, array, complete, course, create, creative and technical art form, develop, end, familiarize, game development, game development techniques, games, include, industry standard game development tools, learn, leverage, love, make, making games, own basic games, path, practices, process, start, tools, two hands-on projects, unity, unity 2020 game engine, use, video games, want",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Work Smarter with Microsoft Word,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588854/courses/course_2165_work_smarter_with_microsoft_word.jpg,"This course is intended for learners with some experience using Microsoft Windows, who are seeking to build presentation skills with Microsoft Word. To be successful in this course you should have an understanding of the basics of using a Windows-based computer. Experience with printing and using a web browser are an asset, but not required.",Information Technology,Cloud Computing,Course,English,Subtitles: English,"Documents,Microsoft Word,",Microsoft,4,4,Approx. 30 hours to complete,Coursera,"asset, base, basics, build, course, experience, have, intend, learners, microsoft windows, microsoft word, presentation skills, printing, require, seek, understanding, use, web browser, windows-based computer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Trademark Law,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588858/courses/course_2166_trademark_law.jpg,"The protections afforded under trademark law have created incredible value in intangible assets, with the value of the worldâs most valuable brands such as Amazon, Apple and Google each exceeding $100 billion. But what exactly is trademark law, and how is such enormous value created?",Social Sciences,Law,Course,English,Subtitles: English,"Marketing,Brand Management,Strategic Planning,Value Proposition,",Cynthia Dahl,4.09,23,Approx. 18 hours to complete,Coursera,"afford, amazon, apple, create, exceed, google, incredible value, intangible assets, most valuable brands, protections, such enormous value, trademark law, value, worldâs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Data Pipelines with TensorFlow Data Services,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588858/courses/course_2168_data_pipelines_with_tensorflow_data_services.jpg,Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.,Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Artificial Neural Network,Tensorflow,Extraction, Transformation And Loading (ETL),Data Pipelines,TensorFlow Datasets,",Laurence Moroney,4.5,12,Approx. 11 hours to complete,Coursera,"bring, data, involve, just modeling, machine learning model, model, navigate, real world, specialization, teach, train, use, various deployment scenarios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Blockchain Basics,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588856/courses/course_2169_blockchain_basics.jpg,"This first course of the Blockchain specialization provides a broad overview of the essential concepts of blockchain technology â by initially exploring the Bitcoin protocol followed by the Ethereum protocol â to lay the foundation necessary for developing applications and programming. You will be equipped with the knowledge needed to create nodes on your personal Ethereum blockchain, create accounts, unlock accounts, mine, transact, transfer Ethers, and check balances.       ",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Ethereum,Cryptography,Blockchains,Bitcoin,",Bina Ramamurthy,4.48,710,Approx. 15 hours to complete,Coursera,"accounts, applications, balances, bitcoin protocol, blockchain specialization, blockchain technology, broad overview, check, create, develop, equip, essential concepts, ethereum protocol, ethers, explore, first course, follow, foundation, knowledge, lay, mine, need, nodes, personal ethereum blockchain, programming, provide, transact, transfer, unlock accounts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Essential Linear Algebra for Data Science,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588858/courses/course_2170_essential_linear_algebra_for_data_science.jpg,Are you interested in Data Science but lack the math background for it? Has math always been a tough subject that you tend to avoid? This course will teach you the most fundamental Linear Algebra that you will need for a career in Data Science without a ton of unnecessary proofs and concepts that you may never use. Consider this an expressway to Data Science with approachable methods and friendly concepts that will guide you to truly understanding the most important ideas in Linear Algebra.,Math and Logic,Math and Logic,Course,English,Subtitles: English,"Derrivatives,Integrals,Algebra,Matrix Algebra,Numerical Analysis,",James Bird,5,1,Approx. 7 hours to complete,Coursera,"approachable methods, avoid, career, concepts, consider, course, data science, friendly concepts, guide, lack, linear algebra, math, math background, most fundamental linear algebra, most important ideas, need, teach, tend, ton, tough subject, understand, unnecessary proofs, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Digital Manufacturing & Design,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588858/courses/course_2171_digital_manufacturing_design.jpg,"This course will expose you to the transformation taking place, throughout the world, in the way that products are being designed and manufactured. The transformation is happening through digital manufacturing and design (DM&D) â a shift from paper-based processes to digital processes in the manufacturing industry. By the end of this course, youâll understand what DMD is and how it is impacting careers, practices and processes in companies both large and small.  ",Physical Science and Engineering,Mechanical Engineering,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Artificial Intelligence (AI),Digital Design,Manufacturing Engineer,Industry 4.0,",Ken English,5,1,Approx. 9 hours to complete,Coursera,"base, careers, companies, course, design, digital manufacturing, digital processes, dm&d, dmd, end, expose, happen, impact, manufacture, manufacturing industry, paper-based processes, place, practices, processes, products, shift, take, transformation, understand, way, world",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Linux and Bash for Data Engineering,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588858/courses/course_2172_linux_and_bash_for_data_engineering.jpg,"In this second course of the Python, Bash and SQL Essentials for Data Engineering Specialization, you will learn the fundamentals of Linux necessary to perform data engineering tasks. Additionally, you will explore how to use both Bash and zsh configurations, and develop the syntax needed to interact and control Linux. These skills will allow you to manage and manipulate databases in a Bash environment.",Information Technology,Data Management,Course,English,Subtitles: English,"Bash (Unix Shell),Database (DBMS),Data Management,Linux,",Noah Gift,4.5,6,Approx. 22 hours to complete,Coursera,"allow, bash, bash environment, control, data engineering specialization, data engineering tasks, databases, develop, explore, fundamentals, interact, learn, linux, manage, manipulate, need, perform, python, second course, skills, syntax, use, zsh configurations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,The Technology of Music Production,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588858/courses/course_2174_the_technology_of_music_production.jpg,"Learn about the music production processâincluding recording, editing, and mixingâand the tools available to you to create contemporary music on your computer.",Arts and Humanities,Music and Art,Course,English,"Subtitles: English, Spanish, Portuguese (Brazilian), Chinese (Simplified)","Audio Production,Audio Recording,Music,Sound Design,Audio Editing,",Loudon Stearns,0,0,Approx. 19 hours to complete,Coursera,"computer, contemporary music, create, learn, mixingâand, music production processâincluding recording , editing , and mixingâand tools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Business Strategy,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588859/courses/course_2175_business_strategy.jpg,"In this course you will learn how organizations create, capture, and maintain value. In doing so, youâll develop an understanding of how and why this process is fundamental for sustainable competitive advantage. You will be able to better understand value creation, and capture and learn the tools to analyze both competition and cooperation from a variety of perspectives, including the industry-level (e.g., five forces analysis) and the firm-level (e.g., business models and strategic positioning). ",Business,Business Strategy,Course,English,"Subtitles: Arabic, French, Vietnamese, German, Russian, English, Spanish","Strategic Management,Business Model,Strategic Thinking,Business Strategy,",Deepak Somaya,4.6,25,Approx. 18 hours to complete,Coursera,"( e.g. , five forces analysis, analyze, capture, competition, cooperation, course, create, develop, do, firm-level ( e.g. , business models, include, industry-level, learn, maintain, organizations, perspectives, process, strategic positioning, sustainable competitive advantage, tools, understand, understanding, value, value creation, variety",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Financial Management Capstone,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588862/courses/course_2178_financial_management_capstone.jpg,"The Financial Management capstone will provide a learning experience that integrates across all the courses within this specialization. You will analyze a situation taking the vantage point of a company and develop a financial management plan (for instance, a global company working in a specific geography chosen by studentsâ region or country of residence, or other consideration). You will design a deliverable to create value from the perspective of potential employers while achieving pedagogical and experiential goals. ",Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Financial Management,Risk Management,Financial Mismanagement,Financial Aid Management,",Jeff Flesher,4.65,212,Approx. 8 hours to complete,Coursera,"achieve, analyze, choose, company, country, courses, create, design, develop, financial management capstone, financial management plan, instance, integrate, learning experience, other consideration, pedagogical and experiential goals, perspective, potential employers, provide, residence, situation, specialization, specific geography, studentsâ region, take, value, vantage point, work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Creative Artifacts,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589904/courses/course_2180_creative_artifacts.jpg,"Creative Artifacts explores how different tools and structures can be used to increase creativity through a multidisciplinary lens. You will see how renowned artists use machine learning to expand their creative capacities, and you will gain experience collaborating with creative AI tools yourself. On a macro scale, you will examine the business strategies and economic policies that make organizations and regions more creative. As you progress, you will reflect on how these tools and structures can enhance your creativity and how they might impact the larger society. Throughout the course, you will manage your own design research project and gain new insights that can translate into actionable, innovative business initiatives.",Computer Science,Design and Product,Course,English,Subtitles: English,"Organizational Transformation,Artificial Intelligence (AI),Design Thinking,Applied Creativity,Computational Creativity,",Jeongki Lim,4,2,Approx. 21 hours to complete,Coursera,"actionable , innovative business initiatives, business strategies, collaborate, course, creative ai tools, creative artifacts, creative capacities, creativity, economic policies, enhance, examine, expand, experience, explore, gain, how different tools, how renowned artists, impact, increase, larger society, machine learning, macro scale, make, manage, multidisciplinary lens, new insights, organizations, own design research project, progress, reflect, regions, see, structures, tools, translate, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,The Foundations of Cybersecurity,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588862/courses/course_2181_the_foundations_of_cybersecurity.jpg,"In order to manage the cybersecurity function business, you must first understand its language and its environment.  This course covers the foundations of cybersecurity, including threats and vulnerabilities as well as the tools, technologies, and strategies used to manage it.",Information Technology,Security,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Security vulnerabilities and treatments,Threats to cybersecurity,Cybersecurity terminology,cybersecurity program elements,","Herbert J. Mattord, Ph.D., CISM, CISSP, CDP",4.68,28,Approx. 8 hours to complete,Coursera,"course, cover, cybersecurity, cybersecurity function business, environment, foundations, include, language, manage, order, strategies, technologies, threats, tools, understand, use, vulnerabilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,"Cameras, Exposure, and Photography",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588863/courses/course_2182_cameras_exposure_and_photography.jpg,"Welcome to Course One of Photography Basics and Beyond: From Smartphone to DSLR! In these first 4 Modules you will gain the knowledge and the confidence that will help you make good choices as you consider qualities of the camera you own, and the qualities of the other types of digital cameras you might be considering. You will learn about the basic functions that most digital cameras have in common.  You will also go beyond the ""technical"" matters and learn about how you can make exciting pictures by emphasizing the aspects of Frame and Vantage Point to interpret old subjects in new ways.  Discovering accessories that photographers find useful, and the types of camera bags from mini to carry-on sized, is also in store for you.  You will also make your first photographs and, if you are a subscriber to the specialization, upload pictures to the web gallery and start interacting with your fellow learners in our ""Gallery.""  Let's get started with Module One!",Arts and Humanities,Music and Art,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Confidence,History,Creativity,Photography,",Peter Glendinning,3,1,Approx. 19 hours to complete,Coursera,""" gallery, "" technical "" matters, accessories, aspects, basic functions, camera, camera bags, carry, carry-on sized, confidence, consider, course, digital cameras, discover, dslr, emphasize, exciting pictures, fellow learners, find, first 4 modules, first photographs, frame, gain, go, good choices, have, help, interact, interpret, knowledge, learn, let, make, most digital cameras, new ways, old subjects, other types, own, photographers, photography basics, pictures, qualities, smartphone, specialization, start, store, subscriber, types, upload, vantage point, web gallery, welcome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Machine Learning: Clustering & Retrieval,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588862/courses/course_2184_machine_learning_clustering_retrieval.jpg,Case Studies: Finding Similar Documents,Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Data Clustering Algorithms,K-Means Clustering,Machine Learning,K-D Tree,",Emily Fox,0,0,Approx. 17 hours to complete,Coursera,"case studies, find, similar documents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Creativity Toolkit II: Creative Collaboration,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588864/courses/course_2185_creativity_toolkit_ii_creative_collaboration.jpg,"Creativity requires us to collaborate with others, and this course helps you be a better creative collaborator. We need to be able to pitch our creative ideas so that others are excited rather than baffled or dismissive by them. We need to be able to evaluate the ideas of others so we identify rather than miss creative solutions. We need to be able to work with our teams such that creativity thrives rather than is suppressed. This course addresses each of these needs, identifying challenges and providing guidance for effective performance. The end result is guidance on how to foster effective creative collaboration. ",Business,Entrepreneurship,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Social Skills,People Management,Working with Others,Storytelling,Knowledge of Human Behavior,",Jeffrey Loewenstein,4.44,63,Approx. 22 hours to complete,Coursera,"address, better creative collaborator, challenges, collaborate, course, creative ideas, creative solutions, creativity, effective creative collaboration, effective performance, end result, evaluate, foster, guidance, help, ideas, identify, miss, need, needs, others, pitch, provide, require, such creativity, suppress, teams, thrive, work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Distributed Computing with Spark SQL,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589905/courses/course_2186_distributed_computing_with_spark_sql.jpg,"This course is all about big data. Itâs for students with SQL experience that want to take the next step on their data journey by learning distributed computing using Apache Spark. Students will gain a thorough understanding of this open-source standard for working with large datasets. Students will gain an understanding of the fundamentals of data analysis using SQL on Spark, setting the foundation for how to combine data with advanced analytics at scale and in production environments. The four modules build on one another and by the end of the course you will understand: the Spark architecture, queries within Spark, common ways to optimize Spark SQL, and how to build reliable data pipelines. ",Data Science,Data Analysis,Course,English,"Subtitles: English, Spanish","Data Science,Apache Spark,Delta Lake,SQL,",Brooke Wenig,4.5,4,Approx. 13 hours to complete,Coursera,"advanced analytics, apache spark, big data, build, combine, course, data, data analysis, data journey, distribute, distributed computing, end, foundation, four modules, fundamentals, gain, itâs, large datasets, learn, next step, open-source standard, optimize, production environments, query, reliable data pipelines, scale, set, spark, spark architecture, spark sql, sql, sql experience, students, take, thorough understanding, understand, understanding, use, want, work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Quantum Mechanics,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772588864/courses/course_2187_quantum_mechanics.jpg,"Course 2 of Statistical Thermodynamics presents an introduction to quantum mechanics at a level appropriate for those with mechanical or aerospace engineering backgrounds. Using a postulatory approach that describes the steps to follow, the Schrodinger wave equation is derived and simple solutions obtained that illustrate atomic and molecular structural behavior. More realistic behavior is also explored along with modern quantum chemistry numerical solution methods for solving the wave equation.",Physical Science and Engineering,Mechanical Engineering,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Mechanical Engineering,Chemistry,Quantum Mechanics,",John W. Daily,4.59,239,Approx. 5 hours to complete,Coursera,"course, derive, describe, explore, follow, illustrate atomic and molecular structural behavior, introduction, level, mechanical or aerospace engineering backgrounds, mechanics, modern quantum chemistry numerical solution methods, more realistic behavior, obtain, postulatory approach, present, quantum, schrodinger wave equation, simple solutions, solve, statistical thermodynamics, steps, use, wave equation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
